rank,College Name,Location,nces_id,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio,SAT Math,SAT R/W,Admission Rate,Admissions Deadline,Overall Grade,College Grade Card,Popular Majors,College Description,Avg Salary,Employment Rate,College Highlights
697,University of Indianapolis,Indianapolis,151263.0,IN,1400 E Hanna Ave Indianapolis Indiana 46227-3697,(317) 788-3368,uindy.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,5638 (4271 undergraduate),13 to 1,,,,,B-,"Academics : B-,Value : B+,Diversity : A,Campus : B-,Athletics : B+,Party Scene : B-,Professors : B,Location : C+,Dorms : B,Campus Food : C+,Student Life : B,Safety : B-","Nursing,Business,Psychology,Kinesiology and Exercise Science,Biology,Banking and Finance,Sport and Fitness Management,Physical Therapy Technician,Marketing,Elementary Education","The University's mission is to prepare its graduates for effective, responsible, and articulate membership in the complex societies in which they live and serve, and for excellence and leadership in their personal and professional lives. The University equips its students to become more capable in thought, judgment, communication, and action; to enhance their imaginations and creative talents; to gain a deeper understanding of the teachings of the Christian faith and an appreciation and respect for other religions; to cultivate rationality and tolerance for ambiguity; and to use their intellect in the process of discovery and synthesis of knowledge.","$40,600/ year
National avg salary is $33,028","94%
National is 83%","Best Colleges for Kinesiology and Physical Therapy in America:176 of 585,Most Conservative Colleges in America:179 of 854,Best Colleges for Nursing in America:248 of 726"
698,Jacksonville University,Jacksonville,134945.0,FL,2800 University Blvd N Jacksonville Florida 32211-3394,(904) 256-8000,www.ju.edu/index.php,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,4053 (2771 undergraduate),11 to 1,,,,,B,"Academics : B,Value : B+,Diversity : A,Campus : B,Athletics : B-,Party Scene : B,Professors : B+,Location : C+,Dorms : B,Campus Food : C+,Student Life : B+,Safety : B","Nursing,Social Science Research Methods,Business,Management Sciences and Information Systems,Finance,Sociology,Marketing,Psychology,Biology,Music Performance","The Mission of Jacksonville University is to prepare each student for life-long success in learning, achieving, leading and serving.","$50,500/ year
National avg salary is $33,028","93%
National is 83%","Best Colleges for Nursing in America:64 of 726,Most Diverse Colleges in America:190 of 1,616,Best Small Colleges in America:241 of 1,014"
699,University of the Incarnate Word,San Antonio,225627.0,TX,4301 Broadway San Antonio Texas 78209,(210) 829-6000,www.uiw.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,7917 (5081 undergraduate),12 to 1,,,,,B,"Academics : B,Value : B-,Diversity : A,Campus : A-,Athletics : B+,Party Scene : B,Professors : B+,Location : A+,Dorms : B,Campus Food : B+,Student Life : A-,Safety : B","Business,Nursing,Health Service Preparatory Studies,Biology,Psychology,Accounting,Human Resources,Elementary Education,Marketing,Management Sciences and Information Systems",Applications for Fall 2022 are now open! You can apply to the University of the Incarnate Word using GoUIW or ApplyTexas. Start your journey today!,"$46,500/ year
National avg salary is $33,028","93%
National is 83%","Best Online Colleges in America:39 of 326,Best Hispanic-Serving Institutions in America:64 of 356,Best College Locations in America:65 of 1,634"
700,Shenandoah University,Winchester,233541.0,VA,1460 University Dr Winchester Virginia 22601-5195,(540) 665-4500,www.su.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,4174 (2267 undergraduate),10 to 1,,,,,B+,"Academics : B,Value : B+,Diversity : A,Campus : B+,Athletics : B-,Party Scene : B,Professors : B,Location : A-,Dorms : B,Campus Food : C+,Student Life : A-,Safety : B","Nursing,Business,Biology,Exercise Physiology,Psychology,Music Performance,Criminal Justice and Law Enforcement Administration,Sport and Fitness Management,Communications,Public Health","Shenandoah University is a private, nationally-ranked university that blends professional career experiences with broad-based education. We invite you to join our close-knit community, which is rich in creative energy and intellectual challenge.","$45,800/ year
National avg salary is $33,028","95%
National is 83%","Best Colleges for Music in America:40 of 274,Best Colleges for Kinesiology and Physical Therapy in America:48 of 585,Best Colleges for Sports Management in America:64 of 435"
701,Bastyr University,Kenmore,235547.0,WA,14500 Juanita Drive NE Kenmore Washington 98028-4966,(425) 602-3000,www.bastyr.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,904 (109 undergraduate),11 to 1,,,,,,,,,,,
702,Franklin University,Columbus ,202806.0,OH,201 S Grant Ave Columbus Ohio 43215-5399,(614) 797-4700,www.franklin.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,No,5926 (4008 undergraduate),13 to 1,,,,,B-,"Academics : C+,Value : B,Diversity : A,Campus : B-,Athletics : Unavailable,Party Scene : B-,Professors : B,Location : A-,Dorms : C-,Campus Food : C+,Student Life : B+,Safety : A-","Business,Accounting,Business Support Services,Human Resources,Healthcare Management,Information Technology,Nursing,Operations Management,Finance,Marketing","Franklin University is a private university located in Columbus, Ohio. It is a small institution with an enrollment of 1,490 undergraduate students. The Franklin University acceptance rate is 100%. Popular majors include Business, Accounting, and Business Support Services. Graduating 28% of students, Franklin University alumni go on to earn a starting salary of $39,200.","$48,500/ year
National avg salary is $33,028","90%
National is 83%","Best Colleges for Business in America:133 of 1,223,Safest College Campuses in America:213 of 1,387,Best College Locations in America:269 of 1,634"
703,Pennsylvania Academy of the Fine Arts,Philadelphia,214971.0,PA,128 N. Broad Street Philadelphia Pennsylvania 19102-1510,(215) 972-7600,www.pafa.org/,4-year Private not-for-profit,One but less than two years certificateTwo but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,188 (135 undergraduate),5 to 1,,,,,C+,"Academics : B-,Value : C-,Diversity : A,Campus : Unavailable,Athletics : Unavailable,Party Scene : Unavailable,Professors : C+,Location : A+,Dorms : Unavailable,Campus Food : Unavailable,Student Life : A+,Safety : B","Painting,Illustration,Sculpture,Drawing,Printmaking,Studio Arts","The Pennsylvania Academy of the Fine Arts (PAFA) attracts some of the most promising art students from across the country and around the globe. We offer areas of study in painting, drawing, printmaking, sculpture, illustration, and animation taught by our distinguished faculty of working artists. Our campus in Philadelphia offers cutting-edge art making and classroom facilities, personal studios for students, a historic cast collection, and the opportunity to exhibit in a world-class museum. PAFA holds a unique position as America's first art school and museum.","$20,200/ year
National avg salary is $33,028","77%
National is 83%",Best Colleges for Art in America:69 of 733
704,University of North Georgia,Dahlonega,482680.0,GA,82 College Circle Dahlonega Georgia 30597,(706) 864-1400,www.ung.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,19793 (19019 undergraduate),19 to 1,520-590,540-620,77%,,B-,"Academics : B-,Value : B,Diversity : B+,Campus : B,Athletics : B,Party Scene : C+,Professors : B-,Location : B-,Dorms : C+,Campus Food : B,Student Life : B-,Safety : A-","Liberal Arts and Humanities,Business,Nursing,Research and Experimental Psychology,Elementary Education,Marketing,Biology,Criminal Justice and Safety Studies,Information Science,Physical Education Teaching and Coaching","Nestled in the foothills of the Blue RIdge Mountains, in the historic town of Dahlonega, the University of North Georgia is truly picturesque. Additionally, with almost 20,000 students among our 5 unique campus locations throughout the region, UNG also has ""big school"" resources while maintaining a ""small school"" community feel, no matter which campus you choose.","$41,900/ year
National avg salary is $33,028","94%
National is 83%","Most Conservative Colleges in America:35 of 854,Best College Food in America:608 of 1,392,Best College Campuses in America:609 of 1,419"
705,Lander University,Greenwood,218229.0,SC,320 Stanley Avenue Greenwood South Carolina 29649-2099,(864) 388-8000,www.lander.edu/,4-year Public,Less than one year certificateBachelor's degreeMaster's degree,Yes,3513 (3391 undergraduate),17 to 1,,,,,B,"Academics : B+,Value : B-,Diversity : A-,Campus : B,Athletics : B,Party Scene : C+,Professors : B,Location : C+,Dorms : B+,Campus Food : B+,Student Life : B,Safety : B-","Business,Nursing,Kinesiology and Exercise Science,Psychology,Arts,Elementary Education,Biology,Early Childhood Education,History,Liberal Arts and Humanities","lander is an above-average public university located in Greenwood, South Carolina. It is a small institution with an enrollment of 2,941 undergraduate students. Admissions is fairly competitive as the lander acceptance rate is 43%. Popular majors include Business, Nursing, and Kinesiology and Exercise Science. Graduating 45% of students, lander alumni go on to earn a starting salary of $29,100.","$34,200/ year
National avg salary is $33,028","94%
National is 83%","Best Colleges for Kinesiology and Physical Therapy in America:91 of 585,Best Colleges for Art in America:163 of 733,Best Colleges with No Application Fee in America:171 of 637"
706,Colorado Christian University,Lakewood,126669.0,CO,8787 West Alameda Avenue Lakewood Colorado 80226,(303) 963-3000,www.ccu.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,7839 (6661 undergraduate),15 to 1,,,,,B,"Academics : B-,Value : B,Diversity : B+,Campus : A,Athletics : B,Party Scene : C,Professors : B-,Location : B+,Dorms : A+,Campus Food : A-,Student Life : A,Safety : A","Business,Psychology,Biblical Studies,Nursing,Healthcare Management,Organizational Behavior Studies,Communications,Elementary Education,Physiological Psychology,Accounting","Colorado Christian is an above-average private, non-denominational university located in Lakewood, Colorado in the Denver Area. It is a small institution with an enrollment of 1,737 undergraduate students. The Colorado Christian acceptance rate is 100%. Popular majors include Business, Psychology, and Biblical Studies. Graduating 55% of students, Colorado Christian alumni go on to earn a starting salary of $34,200.","$39,300/ year
National avg salary is $33,028","87%
National is 83%","Most Conservative Colleges in America:6 of 854,Best College Dorms in America:11 of 1,392,Best Online Colleges in America:48 of 326"
