nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
210739,DeSales University,PA,2755 Station Avenue Center Valley Pennsylvania 18034-9568,(610) 282-1100,www.desales.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,3302 (2398 undergraduate),12 to 1
113582,Design Institute of San Diego,CA,8555 Commerce Ave San Diego California 92121,(858) 566-1200,www.disd.edu/,4-year Private for-profit,Bachelor's degreeMaster's degree,No,130 (124 undergraduate),9 to 1
482413,DeVry College of New York,NY,180 Madison Ave. Ste. 1200 New York New York 10016,(212) 312-4300,www.devry.edu/,4-year Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,1213 (878 undergraduate),28 to 1
482422,DeVry University-Arizona,AZ,2149 W. Dunlap Ave. Phoenix Arizona 85021,(602) 749-4500,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,217 (178 undergraduate),8 to 1
482431,DeVry University-California,CA,2970 E Inland Empire Blvd Ste 100 Ontario California 91764,(909) 622-8866,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,1926 (1619 undergraduate),15 to 1
482440,DeVry University-Colorado,CO,1870 W. 122nd Ave. Westminster Colorado 80234,(303) 280-7400,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,110 (109 undergraduate),14 to 1
482459,DeVry University-Florida,FL,2300 SW 145th Ave. Miramar Florida 33027,(954) 499-9775,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,605 (518 undergraduate),19 to 1
482468,DeVry University-Georgia,GA,1 West Court Square Ste. 600 Decatur Georgia 30030,(404) 270-2706,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,1013 (901 undergraduate),23 to 1
482477,DeVry University-Illinois,IL,3300 N. Campbell Ave. Chicago Illinois 60618,(773) 929-8500,www.devry.edu/,4-year Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,20832 (17174 undergraduate),27 to 1
482486,DeVry University-Indiana,IN,8488 Georgia Street Merrillville Indiana 46410,(219) 736-7440,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,33 (30 undergraduate),8 to 1
482538,DeVry University-Missouri,MO,1310 E 104th St Ste 120 Kansas City Missouri 64131,(816) 943-7300,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,49 (46 undergraduate),4 to 1
482547,DeVry University-Nevada,NV,2490 Paseo Verde Pkwy. Ste. 150 Henderson Nevada 89074,(702) 933-9700,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,41 (35 undergraduate),7 to 1
482556,DeVry University-New Jersey,NJ,517 Route 1 S Ste 1000 Iselin New Jersey 08830,(732) 729-3960,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreeMaster's degree,No,190 (169 undergraduate),8 to 1
482565,DeVry University-North Carolina,NC,2015 Ayrsley Town Blvd. Ste. 109 Charlotte North Carolina 28273,(704) 697-1020,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,41 (24 undergraduate),3 to 1
482574,DeVry University-Ohio,OH,2 Easton Oval Ste 210 Columbus Ohio 43219,(614) 253-7291,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,419 (384 undergraduate),14 to 1
482608,DeVry University-Pennsylvania,PA,1015 Virginia Dr. Ste. 110 Ft. Washington Pennsylvania 19034,(215) 591-5700,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,115 (102 undergraduate),14 to 1
482617,DeVry University-Tennessee,TN,3343 Perimeter Hill Dr. Ste. 200 Nashville Tennessee 37211,(615) 445-3456,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,26 (20 undergraduate),6 to 1
482635,DeVry University-Texas,TX,4800 Regent Blvd. Ste. 200 Irving Texas 75063,(972) 929-6777,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,307 (234 undergraduate),6 to 1
482653,DeVry University-Virginia,VA,1400 Crystal Dr Ste 120 Arlington Virginia 22202,(703) 414-4000,www.devry.edu/,4-year Private for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,188 (118 undergraduate),9 to 1
212009,Dickinson College,PA,College and Louther Streets Carlisle Pennsylvania 17013-2896,(717) 243-5121,www.dickinson.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1932 (all undergraduate),8 to 1
200059,Dickinson State University,ND,291 Campus Drive Dickinson North Dakota 58601-4896,(701) 483-2507,www.dickinsonstate.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,1441 (1381 undergraduate),13 to 1
443410,DigiPen Institute of Technology,WA,9931 Willows Rd NE Redmond Washington 98052,(425) 558-0299,www.digipen.edu/,4-year Private for-profit,Bachelor's degreeMaster's degree,Yes,1120 (1061 undergraduate),10 to 1
158802,Dillard University,LA,2601 Gentilly Blvd New Orleans Louisiana 70122,(504) 816-4768,www.dillard.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1215 (all undergraduate),14 to 1
105297,Dine College,AZ,Route 12 One Circle Drive Tsaile Arizona 86556,(928) 724-6600,www.dinecollege.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,1369 (all undergraduate),13 to 1
153241,Divine Word College,IA,102 Jacoby Dr SW Epworth Iowa 52045,(563) 876-3353,www.dwci.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,69 (all undergraduate),5 to 1
230171,Dixie State University,UT,225 S University Avenue Saint George Utah 84770-3876,(435) 652-7500,dixie.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,12043 (11988 undergraduate),25 to 1
181020,Doane University,NE,1014 Boswell Avenue Crete Nebraska 68333,(402) 826-2161,www.doane.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,2281 (1255 undergraduate),11 to 1
190761,Dominican College of Blauvelt,NY,470 Western Highway Orangeburg New York 10962-1210,(845) 359-7800,www.dc.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,1724 (1310 undergraduate),13 to 1
148496,Dominican University,IL,7900 W Division Street River Forest Illinois 60305,(708) 366-2490,www.dom.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,3189 (2166 undergraduate),10 to 1
113698,Dominican University of California,CA,50 Acacia Ave San Rafael California 94901-2298,(415) 457-4440,www.dominican.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1837 (1379 undergraduate),10 to 1
155007,Donnelly College,KS,608 N 18th St Kansas City Kansas 66102,(913) 621-6000,www.donnelly.edu/,4-year primarily associate's Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,336 (all undergraduate),10 to 1
153250,Dordt University,IA,700 7th St SE Sioux Center Iowa 51250-1606,(712) 722-6000,www.dordt.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1662 (1436 undergraduate),14 to 1
153269,Drake University,IA,2507 University Avenue Des Moines Iowa 50311-4505,(515) 271-2011,www.drake.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,4774 (2848 undergraduate),10 to 1
184348,Drew University,NJ,36 Madison Ave Madison New Jersey 07940,(973) 408-3000,www.drew.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,2229 (1636 undergraduate),12 to 1
212054,Drexel University,PA,3141 Chestnut St Philadelphia Pennsylvania 19104,(215) 895-2000,drexel.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,23589 (14616 undergraduate),11 to 1
177214,Drury University,MO,900 N. Benton Ave Springfield Missouri 65802-3791,(417) 873-7879,www.drury.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1691 (1409 undergraduate),13 to 1
492801,Drury University-College of Continuing Professional Studies,MO,900 North Benton Avenue Springfield Missouri 65802,(417) 873-7373,www.drury.edu/ccps/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degree,No,1020 (all undergraduate),13 to 1
198419,Duke University,NC,103 Allen Bldg Durham North Carolina 27708,(919) 684-8111,www.duke.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,16172 (6717 undergraduate),6 to 1
175227,Dunwoody College of Technology,MN,818 Dunwoody Blvd Minneapolis Minnesota 55403-1192,(612) 374-5800,www.dunwoody.edu/,4-year primarily associate's Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,1281 (all undergraduate),10 to 1
212106,Duquesne University,PA,Administration Bldg 600 Forbes Ave Pittsburgh Pennsylvania 15282,(412) 396-6000,www.duq.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,8830 (5383 undergraduate),13 to 1
190716,D'Youville College,NY,320 Porter Ave Buffalo New York 14201-1084,(716) 829-8000,www.dyc.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2785 (1475 undergraduate),7 to 1
496326,Eagle Gate College-Boise Campus,ID,9300 West Overland Road Boise Idaho 83709-2505,(208) 417-8723,www.eaglegatecollege.edu/locations/boise,4-year Private for-profit,One but less than two years certificateBachelor's degree,No,22 (all undergraduate),7 to 1
447421,Eagle Gate College-Layton,UT,915 N 400 W Layton Utah 84041,(801) 546-7500,www.eaglegatecollege.edu/,4-year Private for-profit,Bachelor's degree,No,200 (all undergraduate),40 to 1
230366,Eagle Gate College-Murray,UT,5588 South Green Street Murray Utah 84123-6965,(801) 333-8100,eaglegatecollege.edu/,4-year Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,No,271 (254 undergraduate),19 to 1
150455,Earlham College,IN,801 National Rd West Richmond Indiana 47374-4095,(765) 983-1200,earlham.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,815 (736 undergraduate),8 to 1
198464,East Carolina University,NC,East 5th Street Greenville North Carolina 27858-4353,(252) 328-6131,www.ecu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,28798 (23056 undergraduate),19 to 1
207041,East Central University,OK,1100 E. 14th Street Ada Oklahoma 74820-6999,(580) 332-8000,www.ecok.edu/,4-year Public,One but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,3608 (2939 undergraduate),18 to 1
139621,East Georgia State College,GA,131 College Cir Swainsboro Georgia 30401,(478) 289-2000,www.ega.edu/,4-year primarily associate's Public,Less than one year certificateAssociate's degreeBachelor's degree,Yes,2415 (all undergraduate),22 to 1
212115,East Stroudsburg University of Pennsylvania,PA,200 Prospect Street East Stroudsburg Pennsylvania 18301-2999,(570) 422-3117,www.esu.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,5835 (4988 undergraduate),22 to 1
220075,East Tennessee State University,TN,1276 Gilbreath Drive Johnson City Tennessee 37614,(423) 439-1000,www.etsu.edu/,4-year Public,One but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,13713 (10705 undergraduate),16 to 1
224527,East Texas Baptist University,TX,One Tiger Drive Marshall Texas 75670-1498,(903) 935-7963,www.etbu.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreeMaster's degree,Yes,1714 (1565 undergraduate),14 to 1
129215,Eastern Connecticut State University,CT,83 Windham St Willimantic Connecticut 06226,(860) 465-5000,www.easternct.edu/,4-year Public,Associate's degreeBachelor's degreeMaster's degree,Yes,4644 (4475 undergraduate),14 to 1
